Symbol,Name,Market Cap,Country,IPO Year,Volume,Sector,Industry
AMYT,Amryt Pharma plc American Depositary Shares,927996884,United Kingdom,,205869,Health Care,Biotechnology: Pharmaceutical Preparations
AMZN,Amazon.com Inc. Common Stock,1.0239E+12,United States,1997,58597275,Consumer Discretionary,Catalog/Specialty Distribution
ANAB,AnaptysBio Inc. Common Stock,618672312,United States,2017,197466,Health Care,Biotechnology: Pharmaceutical Preparations
ANDE,Andersons Inc. (The) Common Stock,1349832405,United States,,362577,Consumer Staples,Tobacco
ANEB,Anebulo Pharmaceuticals Inc. Common Stock,72285672,United States,2021,323,Health Care,Biotechnology: Pharmaceutical Preparations
ANGH,Anghami Inc. Ordinary Shares,44989781,United Arab Emirates,,14208,Consumer Discretionary,Movies/Entertainment
ANGHW,Anghami Inc. Warrants,0,United Arab Emirates,,964,Consumer Discretionary,Movies/Entertainment
ANGI,Angi Inc. Class A Common Stock,1130304000,United States,,479612,Technology,EDP Services
ANGN,Angion Biomedica Corp. Common Stock,14755834,United States,2021,15595,Health Care,Biotechnology: Pharmaceutical Preparations
ANGO,AngioDynamics Inc. Common Stock,487220093,United States,2004,191930,Health Care,Medical/Dental Instruments
ANIK,Anika Therapeutics Inc. Common Stock,402496381,United States,,76431,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ANIP,ANI Pharmaceuticals Inc.,695534129,United States,,78319,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ANIX,Anixa Biosciences Inc. Common Stock,125237462,United States,,36130,Health Care,Biotechnology: Pharmaceutical Preparations
ANNX,Annexon Inc. Common Stock,201468087,United States,2020,867240,Health Care,Biotechnology: Pharmaceutical Preparations
ANPC,AnPac Bio-Medical Science Co. Ltd. American Depositary Shares,67208160,China,2020,36560,Health Care,Medical Specialities
ANSS,ANSYS Inc. Common Stock,27389828929,United States,1996,514008,Technology,Computer Software: Prepackaged Software
ANTE,AirNet Technology Inc. American Depositary Shares,12939340,China,2007,85614,Consumer Discretionary,Advertising
ANTX,AN2 Therapeutics Inc. Common Stock,185101357,United States,2022,15249,Health Care,Biotechnology: Pharmaceutical Preparations
ANY,Sphere 3D Corp. Common Shares,25848023,Canada,,1398450,,
ANZU,Anzu Special Acquisition Corp I Class A Common Stock,530187500,United States,2021,5960,Industrials,Consumer Electronics/Appliances
ANZUW,Anzu Special Acquisition Corp I Warrant,0,United States,2021,93900,Industrials,Consumer Electronics/Appliances
AOGO,Arogo Capital Acquisition Corp. Class A Common Stock,138995584,United States,2022,1004765,Industrials,Consumer Electronics/Appliances
AOGOW,Arogo Capital Acquisition Corp. Warrant,0,United States,2022,500,Industrials,Consumer Electronics/Appliances
AOSL,Alpha and Omega Semiconductor Limited Common Shares,721734127,Bermuda,2010,198491,Technology,Semiconductors
AOUT,American Outdoor Brands Inc. Common Stock ,119302372,United States,,13846,,
APA,APA Corporation Common Stock,11265773507,United States,,10832351,Energy,Oil & Gas Production
APACW,StoneBridge Acquisition Corporation Warrant,0,United States,2021,10,Finance,Blank Checks
APCX,AppTech Payments Corp. Common Stock,25212893,United States,,101338,Technology,EDP Services
APDN,Applied DNA Sciences Inc. Common Stock,13424861,United States,,88823,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
APEI,American Public Education Inc. Common Stock,76137948,United States,2007,784709,Consumer Discretionary,Other Consumer Services
APEN,Apollo Endosurgery Inc. Common Stock,472163208,United States,,432141,Health Care,Industrial Specialties
APGN,Apexigen Inc. Common Stock,15397325,United States,2021,55511,Health Care,Biotechnology: Pharmaceutical Preparations
APGNW,Apexigen Inc. Warrant,0,United States,2021,490,Health Care,Biotechnology: Pharmaceutical Preparations
API,Agora Inc. American Depositary Shares,387106000,China,2020,624701,Technology,Computer Software: Prepackaged Software
APLD,Applied Digital Corporation Common Stock,208788238,United States,2022,640156,Finance,Investment Bankers/Brokers/Service
APLS,Apellis Pharmaceuticals Inc. Common Stock,6866741469,United States,2017,1577767,Health Care,Biotechnology: Pharmaceutical Preparations
APLT,Applied Therapeutics Inc. Common Stock,45189836,United States,2019,175082,Health Care,Biotechnology: Pharmaceutical Preparations
APM,Aptorum Group Limited Class A Ordinary Shares,8393110,Hong Kong,2018,566,Health Care,Biotechnology: Pharmaceutical Preparations
APMI,AxonPrime Infrastructure Acquisition Corporation Class A Common Stock,189375000,United States,2021,2627,Industrials,Consumer Electronics/Appliances
APMIU,AxonPrime Infrastructure Acquisition Corporation Unit,0,United States,2021,600,Industrials,Consumer Electronics/Appliances
APMIW,AxonPrime Infrastructure Acquisition Corporation Warrants,0,United States,2021,9900,Industrials,Consumer Electronics/Appliances
APOG,Apogee Enterprises Inc. Common Stock,934094075,United States,,197055,,
APP,Applovin Corporation Class A Common Stock,5323961246,United States,2021,2483371,Technology,EDP Services
APPF,AppFolio Inc. Class A Common Stock,4263108331,United States,2015,88335,Technology,EDP Services
APPH,AppHarvest Inc. Common Stock,70137714,United States,2020,2442093,Consumer Staples,Farming/Seeds/Milling
APPHW,AppHarvest Inc. Warrants,0,United States,2020,32221,Consumer Staples,Farming/Seeds/Milling
APPN,Appian Corporation Class A Common Stock,3027801873,United States,2017,241604,Technology,EDP Services
APPS,Digital Turbine Inc. Common Stock,1109023108,United States,,3011483,Technology,Computer Software: Prepackaged Software
APRE,Aprea Therapeutics Inc. Common stock,13488297,United States,2019,31401,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
APTM,Alpha Partners Technology Merger Corp. Class A Ordinary Shares,371904700,United States,2021,102,,
APTMU,Alpha Partners Technology Merger Corp. Unit,0,United States,2021,328,,
APTMW,Alpha Partners Technology Merger Corp. Warrant,0,United States,2021,4158,,
APTO,Aptose Biosciences Inc. Common Shares,54453893,Canada,,102131,Health Care,Pharmaceuticals and Biotechnology
APTX,Aptinyx Inc. Common Stock,10834515,United States,2018,7510508,Health Care,Biotechnology: Pharmaceutical Preparations
APVO,Aptevo Therapeutics Inc. Common Stock,8961494,United States,,16209,Health Care,Biotechnology: Pharmaceutical Preparations
APWC,Asia Pacific Wire & Cable Corporation Ltd. Ordinary Shares (Bermuda),30718178,Taiwan,,7461,Industrials,Telecommunications Equipment
APXI,APx Acquisition Corp. I Class A Ordinary Share,226190625,Mexico,2022,3,Finance,Blank Checks
APXIU,APx Acquisition Corp. I Unit,0,Mexico,2021,10,Finance,Blank Checks
APXIW,APx Acquisition Corp. I Warrant,0,Mexico,2022,4925,Finance,Blank Checks
APYX,Apyx Medical Corporation Common Stock,90646294,United States,,132576,Health Care,Medical/Dental Instruments
AQB,AquaBounty Technologies Inc. Common Stock,39971332,United States,,301867,,
AQMS,Aqua Metals Inc. Common Stock,86225421,United States,2015,318099,Utilities,Environmental Services
AQST,Aquestive Therapeutics Inc. Common Stock,43871787,United States,2018,157795,Health Care,Biotechnology: Pharmaceutical Preparations
AQU,Aquaron Acquisition Corp. Common Stock,71740046,United States,2022,720,Industrials,Consumer Electronics/Appliances
AQUNR,Aquaron Acquisition Corp. Rights,0,United States,2022,1453,Industrials,Consumer Electronics/Appliances
ARAV,Aravive Inc. Common Stock,147174127,United States,2014,1089106,Health Care,Biotechnology: Pharmaceutical Preparations
ARAY,Accuray Incorporated Common Stock,272896218,United States,2007,331375,Health Care,Medical/Dental Instruments
ARBE,Arbe Robotics Ltd. Ordinary Shares,215234096,Israel,,167719,Technology,EDP Services
ARBEW,Arbe Robotics Ltd. Warrant,0,Israel,,4923,Technology,EDP Services
ARBG,Aequi Acquisition Corp. Class A Common Stock,291812500,United States,2021,21584,Industrials,Consumer Electronics/Appliances
ARBGW,Aequi Acquisition Corp. warrants,0,United States,2021,1489,Industrials,Consumer Electronics/Appliances
ARBK,Argo Blockchain plc American Depositary Shares,84074819,United Kingdom,2021,181730,Technology,EDP Services
ARBKL,Argo Blockchain plc 8.75% Senior Notes due 2026,0,United Kingdom,,10847,Technology,EDP Services
ARCB,ArcBest Corporation Common Stock,2204627010,United States,,233704,Industrials,Trucking Freight/Courier Services
ARCC,Ares Capital Corporation Common Stock,9405236451,United States,2004,4339844,Finance,Finance/Investors Services
ARCE,Arco Platform Limited Class A Common Shares,837730632,Brazil,2018,13845,Consumer Discretionary,Service to the Health Industry
ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,408954438,Israel,2013,201366,Health Care,Biotechnology: Pharmaceutical Preparations
ARDS,Aridis Pharmaceuticals Inc. Common Stock,9350472,United States,2018,339332,Health Care,Biotechnology: Pharmaceutical Preparations
ARDX,Ardelyx Inc. Common Stock,822100566,United States,2014,7808565,Health Care,Biotechnology: Pharmaceutical Preparations
AREB,American Rebel Holdings Inc. Common Stock,2658091,United States,,120270,Consumer Discretionary,Apparel
AREC,American Resources Corporation Class A Common Stock,100779256,United States,,146215,,
ARGX,argenx SE American Depositary Shares,19836958193,Netherlands,2017,243367,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARHS,Arhaus Inc. Class A Common Stock,1221351252,United States,2021,705867,Consumer Discretionary,Wholesale Distributors
ARIZ,Arisz Acquisition Corp. Common Stock,91951348,United States,2021,4,Industrials,Consumer Electronics/Appliances
ARKO,ARKO Corp. Common Stock,1019432862,United States,,165455,Energy,Oil Refining/Marketing
ARKOW,ARKO Corp. Warrant,0,United States,,476,Energy,Oil Refining/Marketing
ARKR,Ark Restaurants Corp. Common Stock,65383391,United States,,10144,Consumer Discretionary,Restaurants
ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,2509561671,United States,1999,455741,Energy,Coal Mining
AROW,Arrow Financial Corporation Common Stock,439445962,United States,,81270,Finance,Major Banks
ARQQ,Arqit Quantum Inc. Ordinary Shares,134942772,United Kingdom,,1532043,Technology,Computer Software: Prepackaged Software
ARQQW,Arqit Quantum Inc. Warrants,0,United Kingdom,,7380,Technology,Computer Software: Prepackaged Software
ARQT,Arcutis Biotherapeutics Inc. Common Stock,704325645,United States,2020,1105361,Health Care,Biotechnology: Pharmaceutical Preparations
ARRW,Arrowroot Acquisition Corp. Class A common stock,368718750,United States,2021,297,Industrials,Consumer Electronics/Appliances
ARRWW,Arrowroot Acquisition Corp. Warrant,0,United States,2021,5930,Industrials,Consumer Electronics/Appliances
ARRY,Array Technologies Inc. Common Stock,2817182478,United States,2020,6611350,Technology,Semiconductors
ARTE,Artemis Strategic Investment Corporation Class A Common Stock,259864063,United States,2021,6222,Industrials,Consumer Electronics/Appliances
ARTEU,Artemis Strategic Investment Corporation Unit,0,United States,2021,138,Industrials,Consumer Electronics/Appliances
ARTEW,Artemis Strategic Investment Corporation Warrant,0,United States,2021,500,Industrials,Consumer Electronics/Appliances
ARTL,Artelo Biosciences Inc. Common Stock,5978383,United States,,19256,Health Care,Biotechnology: Pharmaceutical Preparations
ARTLW,Artelo Biosciences Inc. Warrant,0,United States,,5021,Health Care,Biotechnology: Pharmaceutical Preparations
ARTNA,Artesian Resources Corporation Class A Common Stock,497042989,United States,,69445,Utilities,Water Supply
ARTW,Art's-Way Manufacturing Co. Inc. Common Stock,10205370,United States,,5227,Industrials,Industrial Machinery/Components
ARVL,Arrival Ordinary Shares,102135182,Luxembourg,,7110454,Consumer Discretionary,Auto Manufacturing
ARVN,Arvinas Inc. Common Stock,1551582237,United States,2018,306575,Health Care,Biotechnology: Pharmaceutical Preparations
ARWR,Arrowhead Pharmaceuticals Inc. Common Stock,2664430010,United States,,969805,Health Care,Biotechnology: Pharmaceutical Preparations
ARYD,ARYA Sciences Acquisition Corp IV Class A Odinary Shares,197620950,United States,2021,100000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARYE,ARYA Sciences Acquisition Corp V Class A Ordinary Shares,195510435,United States,2021,250112,Finance,Blank Checks
ASCA,A SPAC I Acquisition Corp. Class A Ordinary Share,56006120,Singapore,2022,1,Finance,Blank Checks
ASCAR,A SPAC I Acquisition Corp. Right,0,Singapore,2022,60,Finance,Blank Checks
ASCAW,A SPAC I Acquisition Corp. Warrant,0,Singapore,2022,72085,Finance,Blank Checks
ASCB,A SPAC II Acquisition Corp. Ordinary Shares,263120000,Singapore,2022,41,Finance,Blank Checks
ASLE,AerSale Corporation Common Stock,833572107,United States,2019,177189,Consumer Discretionary,Aerospace
ASLN,ASLAN Pharmaceuticals Limited American Depositary Shares,204351892,Singapore,2018,51874,Health Care,Biotechnology: Pharmaceutical Preparations
ASMB,Assembly Biosciences Inc. Common Stock,58535982,United States,2010,148990,Health Care,Biotechnology: Pharmaceutical Preparations
ASML,ASML Holding N.V. New York Registry Shares,2.53378E+11,Netherlands,1995,848736,Technology,Industrial Machinery/Components
ASND,Ascendis Pharma A/S American Depositary Shares,6225027971,Denmark,2015,176892,Health Care,Biotechnology: Pharmaceutical Preparations
ASNS,Actelis Networks Inc. Common Stock,6511407,United States,2022,27677,Telecommunications,Telecommunications Equipment
ASO,Academy Sports and Outdoors Inc. Common Stock,5053630230,United States,2020,1415385,Consumer Discretionary,Recreational Games/Products/Toys
ASPAW,ABRI SPAC I INC. Warrant,0,United States,2021,4302,Industrials,Consumer Electronics/Appliances
ASPI,ASP Isotopes Inc. Common Stock,38651768,United States,2022,112615,Industrials,Industrial Specialties
ASPS,Altisource Portfolio Solutions S.A. Common Stock,97992072,Luxembourg,,102110,Finance,Finance: Consumer Services
ASPU,Aspen Group Inc. Common Stock,2735510,United States,,1440399,Consumer Discretionary,Other Consumer Services
ASRT,Assertio Holdings Inc. Common Stock,286381125,United States,,1347663,Health Care,Biotechnology: Pharmaceutical Preparations
ASRV,AmeriServ Financial Inc. Common Stock,59911660,United States,,35198,Finance,Major Banks
ASST,Asset Entities Inc. Class B Common Stock,23152500,United States,2023,189317,Consumer Discretionary,EDP Services
ASTC,Astrotech Corporation (DE) Common Stock,17453245,United States,,3415,Industrials,Aerospace
ASTE,Astec Industries Inc. Common Stock,900321478,United States,1986,147405,Industrials,Construction/Ag Equipment/Trucks
ASTI,Ascent Solar Technologies Inc. Common Stock,14264513,United States,,115970,Technology,Semiconductors
ASTL,Algoma Steel Group Inc. Common Shares,816119654,Canada,,1199047,,
